Start Time, Mon Oct 15 15:51:38 GMT+0100 2018
Energy calibration,  Offset: 0, Slope: 1, Quadratic: 0
Live Time (s), 7200
Real Time (s), 7200.749849
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
1453, 1453, 2
1454, 1454, 3
1455, 1455, 4
1456, 1456, 8
1457, 1457, 1
1458, 1458, 1
1459, 1459, 4
1460, 1460, 8
1461, 1461, 3
1462, 1462, 11
1463, 1463, 0
1464, 1464, 4
1465, 1465, 5
1466, 1466, 2
1467, 1467, 3
1468, 1468, 3
1469, 1469, 5
1470, 1470, 3
1471, 1471, 1
1472, 1472, 3
1473, 1473, 4
1474, 1474, 2
1475, 1475, 3
1476, 1476, 8
1477, 1477, 3
1478, 1478, 5
1479, 1479, 6
1480, 1480, 2
1481, 1481, 5
1482, 1482, 3
1483, 1483, 1
1484, 1484, 2
1485, 1485, 2
1486, 1486, 2
1487, 1487, 5
1488, 1488, 3
1489, 1489, 2
1490, 1490, 4
1491, 1491, 5
1492, 1492, 4
1493, 1493, 2
1494, 1494, 6
1495, 1495, 2
1496, 1496, 5
1497, 1497, 1
1498, 1498, 6
1499, 1499, 5
1500, 1500, 3
1501, 1501, 2
1502, 1502, 5
1503, 1503, 8
1504, 1504, 4
